,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Description
40,0813431085,10.0,Swine Science (6th Edition),M. E. Ensminger,1996,Pearson Education,http://images.amazon.com/images/P/0813431085.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0813431085.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0813431085.01.LZZZZZZZ.jpg,"PLEASE PROVIDE COURSE INFORMATION This book meets the needs of anyone interested in today's swine industry and that of the 21st Century. This edition continues to present readers with a comprehensive, yet practical overview of all phases of the swine industry."
41,0813430062,10.0,Beef Cattle Science (7th Edition),M. E. Ensminger,2002,Pearson Education POD,http://images.amazon.com/images/P/0813430062.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0813430062.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0813430062.01.LZZZZZZZ.jpg,
42,0813428955,10.0,The Stockman's Handbook (7th Edition),M. E. Ensminger,1991,Pearson Education,http://images.amazon.com/images/P/0813428955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0813428955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0813428955.01.LZZZZZZZ.jpg,"This well-known resource correlates and applies the art and science of livestock production, marketing, and processing relative to all species of four-footed animals. It covers everything from genes to genetic engineering, from pastures to patented animals, from parasites to pollution. A new color section has been added to this edition to better illustrate modern technology."
43,0813368618,10.0,Money Rules: Financing Elections in America,Anthony Gierzynski,1999,Perseus Books,http://images.amazon.com/images/P/0813368618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0813368618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0813368618.01.LZZZZZZZ.jpg,"The role of money in the U.S. electoral process has become more and more controversial in recent years. Following the Buckley ruling and other legislation in 1996, candidates and political parties are free to raise virtually unlimited “soft” money, making money perhaps the most significant factor in a campaign's success. In Moey Rules, Anthony Gierzynski theorizes that, under our current system of financing elections, our political process has tilted too far in favor of political freedom, at the expense of political equality. Gierzynski examines the historical roots of the campaign finance dilemma, demonstrates its effects on the local, state, and national levels, and projects the long-term outcomes for American politics."
44,0813341663,10.0,Back to Astronomy Cafe,Sten Odenwald,2003,Westview Press,http://images.amazon.com/images/P/0813341663.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0813341663.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0813341663.01.LZZZZZZZ.jpg,"How fast does gravity travel? When will the sun go nova? Who invented the light year? Will we ever travel to the stars? These are just some of the unusual and popular questions NASA astronomer Sten Odenwald answers in Back to the Astronomy Café, based on his award-winning website ""for the astronomically disadvantaged."" Since his acclaimed earlier book The Astronomy Café published in 1998, the space community has been turned on its head with entirely new discoveries: ion propulsion, dark matter, gravity and magnetic reversals, the Cosmic Dark Ages, and over 100 new planets. In the all-new Back to the Astronomy Café, Odenwald answers the latest and most-asked questions relating to these recent discoveries. His highly personal and authoritative style makes understanding the cosmos less intimidating, exciting, and fun.Since he opened his website ""The Astronomy Café"" in 1995, Odenwald has answered over 50,000 e-mailed questions. His individual answers have been downloaded over 7.5 million times, making him the most sought-after ""answer man"" for astronomy in human history."
45,0813009480,10.0,Twelve on the River St. Johns,Charles E. Bennett,1989,University of North Florida Press (Jacksonvil,http://images.amazon.com/images/P/0813009480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0813009480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0813009480.01.LZZZZZZZ.jpg,"In this biography of the River St. Johns, Bennett tells the stories of the people who live on its banks, and gives the river's natural beauty a series of distinctive human faces."
46,0812815092,10.0,The truth about unicorns,Bonnie Jones Reynolds,1972,Stein and Day,http://images.amazon.com/images/P/0812815092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812815092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812815092.01.LZZZZZZZ.jpg,"""For this small farming community in upstate New York in the 1920s, the Jazz Age might as well be playing out on the moon. Around here, folks' concerns pretty much stay the same as one decade slides into another. Nothing important really changes. The cows still need milking. The Parmelee family curse has been in place for ages. Carrie's been evil from the cradle. Red-haired women have never brought anything but trouble to this town. And there sure ain't nothing new about what teenagers are getting up to in the woods""--Product description."
47,0812586506,10.0,The Silver Mistress (Modesty Blaise),Peter O'Donnell,1986,Tor Books,http://images.amazon.com/images/P/0812586506.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812586506.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812586506.01.LZZZZZZZ.jpg,Kidnapped British Intelligence agent Sir Gerald Tarrant hopes that his friend Modesty Blaise and her sidekick Willie Garvin will recognize that the kidnappers' staging of his murder is a fraud and try to rescue him
48,0811831671,10.0,Emily's Black Mail: Fold and Mail Stationery (Emily the Strange),DC Comics,2001,Chronicle Books,http://images.amazon.com/images/P/0811831671.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811831671.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811831671.01.LZZZZZZZ.jpg,"Beware: Emily practices blackmail! Now you can write both friends and enemies with this all in one fold-and-mail stationery. Simply write, moisten, fold, and stamp-no envelopes necessary."
49,0812016882,10.0,"The Complete Book of Parakeet Care: Expert Advice on Proper Management, 160 Fascinating Color Photos, Tips on Parakeet Care for Children (Barron's N)",Annette Wolter,1994,Barron's Educational Series,http://images.amazon.com/images/P/0812016882.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812016882.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812016882.01.LZZZZZZZ.jpg,"Explains how to select, feed, care for, and breed parakeets."
50,0812057511,10.0,Mi Bacinica Y Yo: Once upon a Potty (Once Upon a Potty : Hers),Alona Frankel,1986,Barrons Juveniles,http://images.amazon.com/images/P/0812057511.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812057511.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812057511.01.LZZZZZZZ.jpg,Explains in simple text and illustrations why and how a little girl uses a potty.
51,0812047222,10.0,The Fascinating World of Butterflies and Moths (Fascinating World Of... (Paperback)),Angels Julivert,1991,Barron's Educational Series,http://images.amazon.com/images/P/0812047222.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812047222.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812047222.01.LZZZZZZZ.jpg,"An introduction to the physical characteristics, habits, and natural environment of various kinds of butterflies."
52,0812044827,10.0,The New Saltwater Aquarium Handbook,George Blasiola,1991,Barrons Educational Series Inc,http://images.amazon.com/images/P/0812044827.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812044827.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812044827.01.LZZZZZZZ.jpg,"Provides practical information for setting up and maintaining a marine aquarium with sections on fish selection, and more"
53,0812043146,10.0,The Great American Bake Sale,Alison Boteler,1991,Barron's Educational Series,http://images.amazon.com/images/P/0812043146.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812043146.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812043146.01.LZZZZZZZ.jpg,"From rich chocolate brownies to Mom's apple pie, the goodies spread out at back sales are a slice of American culture and the true showcase for America's desserts. Here's the book that shows how to make all those homey, nostalgic baked goods you just can't buy anywhere--except at a bake sale. Includes approximately 100 recipes, designed to be fool-proof, with clear step-by-step directions."
54,0812042727,10.0,Beginning Italian Bilingual Dictionary,Gladys C. Lipton,1989,Barrons Educational Series,http://images.amazon.com/images/P/0812042727.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812042727.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812042727.01.LZZZZZZZ.jpg,"A bilingual dictionary featuring a pronunciation key, illustrations, definitions, and sentences in Italian and English."
55,0812039912,10.0,"501 Japanese Verbs: Fully Described in All Inflections, Moods, Aspects and Formality Levels",Roland A. Lange,1988,Barrons Educational Series,http://images.amazon.com/images/P/0812039912.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812039912.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812039912.01.LZZZZZZZ.jpg,
56,0812039246,10.0,Marie Curie and the Discovery of Radium (Solutions),Ann E. Steinke,1987,Barron's Educational Series,http://images.amazon.com/images/P/0812039246.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812039246.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812039246.01.LZZZZZZZ.jpg,"Examines the life of the scientist Marie Curie, her background, and her discovery of radium."
57,0812037731,10.0,"African Gray Parrot: Purchase, Acclimation, Care, Diet, Diseases With a Special Chapter on Understanding the African Gray Parrot",Annette Wolter,1987,Barrons Educational Series Inc,http://images.amazon.com/images/P/0812037731.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812037731.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812037731.01.LZZZZZZZ.jpg,"Tells how to select, house, feed, and care for an African gray parrot, explains examples of parrot behavior, and discusses common ailments"
